"siteID","COMID","lat","lon","huc8","HUC2","DA","CLASS","obs","name","county","FID","Precip_mmperyear","PET_mmperyear","AI","dams","NID_str","Mx_strg","Nrml_st"
"02266291",21477628,28.4268187261,-81.6051953667,3090101,3,102.2571,"non-natural",9496,"LATERAL 405 AT S-405A, NEAR DOCTOR PHILLIPS, FL","Orange",731,1276.03,2149.85,1.68479581201069,0,0,0,0
"02266300",21478176,28.3329585312,-81.5801706093,3090101,3,202.3632,"non-natural",9496,"REEDY CREEK NEAR VINELAND, FL","Osceola",732,1274.44,2149.52,1.68663883745017,0,0,0,0
"02266480",21476576,28.2711582794,-81.5909220882,3090101,3,60.8697,"non-natural",9496,"DAVENPORT CREEK NEAR LOUGHMAN, FL","Osceola",733,1250.89,2143.62,1.7136758627857,0,0,0,0
"02268390",21484018,27.8118707832,-81.4435348775,3090101,3,137.4156,"non-natural",9496,"TIGER CREEK NEAR BABSON PARK FL","Polk",734,1233,2103.01,1.70560421735604,0,0,0,0
"02269520",21484146,27.7085534136,-81.446357378,3090101,3,308.7639,"non-natural",9496,"LIVINGSTON CREEK NEAR FROSTPROOF FL","Polk",735,1235.77,2100.25,1.69954765045275,0,0,0,0
"02270000",21484344,27.5323136463,-81.3875693474,3090101,3,100.6965,"non-natural",9496,"CARTER CREEK NEAR SEBRING FL","Highlands",736,1252.23,2069.85,1.65293117079131,0,0,0,0
"02271500",21491646,27.3738677432,-81.3932728554,3090101,3,238.0311,"non-natural",9496,"JOSEPHINE CREEK NEAR DE SOTO CITY FL","Highlands",737,1245.7,2080.44,1.67009713414145,1,44676,44676,33324
"02277600",66922,26.9392306061,-80.175051491,3090202,3,51.3117,"non-natural",9496,"LOXAHATCHEE RIVER NEAR JUPITER,FL","Palm Beach",738,1420.21,2010.09,1.41534702614402,0,0,0,0
"02291500",16768068,26.3357361328,-81.7493498847,3090204,3,64.2006,"non-natural",9496,"IMPERIAL RIVER NEAR BONITA SPRINGS, FL","Lee",739,1361.05,1887.48,1.38678226369347,0,0,0,0
"02293987",16801441,27.9247864327,-81.7267660966,3100101,3,421.9704,"non-natural",9496,"PEACE CREEK DRAINAGE CANAL NEAR WAHNETA FL","Polk",740,1234.46,2130.47,1.72583153767639,5,114327,92169,107181
"02294650",16802915,27.9022431636,-81.8173262667,3100101,3,1003.0824,"non-natural",9496,"PEACE RIVER AT BARTOW FL","Polk",741,1244.02,2139.3,1.71966688638446,17,222895,188476,NA
"02294898",16802959,27.7514173399,-81.7818629218,3100101,3,1134.1791,"non-natural",9496,"PEACE RIVER AT FORT MEADE FL","Polk",742,1244.49,2138.07,1.71802907215004,40,455675,421256,NA
"02295420",16802007,27.6204799413,-81.82565245,3100101,3,312.6654,"non-natural",9496,"PAYNE CREEK NEAR BOWLING GREEN FL","Hardee",743,1258.95,2142.26,1.70162436951428,43,737422,439622,697844
"02295637",16803063,27.5045163166,-81.8009078978,3100101,3,2044.7118,"non-natural",9496,"PEACE RIVER AT ZOLFO SPRINGS FL","Hardee",744,1248.58,2128.93,1.70508097198417,112,1547684,1215465,NA
"02296500",16806475,27.3753764887,-81.7962471011,3100101,3,851.3586,"natural",9496,"CHARLIE CREEK NEAR GARDNER FL","Hardee",745,1246.33,2075.42,1.66522510089623,0,0,0,0
"02296750",16807219,27.2210671156,-81.8765988943,3100101,3,3434.1876,"non-natural",9496,"PEACE RIVER AT ARCADIA FL","DeSoto",746,1249.59,2109.7,1.68831376691555,113,1564684,1232465,NA
"02297100",16807555,27.1669392843,-81.8794643646,3100101,3,330.4323,"non-natural",9496,"JOSHUA CREEK AT NOCATEE FL","DeSoto",747,1263.91,2070.51,1.63817835130666,0,0,0,0
"02298123",16808187,27.0516287473,-81.7843745124,3100101,3,593.0622,"natural",9496,"PRAIRIE CREEK NEAR FORT OGDEN FL","DeSoto",748,1253.36,2111.45,1.68463170996362,0,0,0,0
"02298608",16837084,27.3437339165,-82.1568438717,3100102,3,315.0315,"natural",9496,"MYAKKA RIVER AT MYAKKA CITY FL","Manatee",749,1282.89,2166.77,1.6889756721153,2,11500,11500,9865
"02299950",16877194,27.473707458,-82.2110442188,3100202,3,181.9665,"natural",9496,"MANATEE RIVER NEAR MYAKKA HEAD FL","Manatee",750,1270.31,2198.11,1.73037290110288,5,167500,166500,160700
"02300100",16883892,27.7047341711,-82.1977241323,3100203,3,93.4515,"non-natural",9496,"LITTLE MANATEE RIVER NEAR FT. LONESOME FL","Hillsborough",751,1257.16,2171.45,1.72726621909701,4,125800,125800,120515
"02301300",16896286,27.7966965874,-82.1175669025,3100204,3,300.8259,"non-natural",9496,"SOUTH PRONG ALAFIA RIVER NEAR LITHIA FL","Hillsborough",752,1248.03,2156.56,1.7279712827416,38,313412,313412,266457
"02301500",16896602,27.872288724,-82.2112407903,3100204,3,841.5018,"non-natural",9496,"ALAFIA RIVER AT LITHIA FL","Hillsborough",753,1249.34,2170.06,1.73696511758208,70,524155,524155,434221
"02301750",16918094,27.9257351993,-82.3641933026,3100206,3,42.8967,"non-natural",9496,"DELANEY CREEK NEAR TAMPA FL","Hillsborough",754,1201.23,2165.05,1.8023609133971,0,0,0,0
"02301900",16906265,28.1827148483,-82.0121579207,3100205,3,36.4563,"non-natural",9496,"FOX BRANCH NEAR SOCRUM, FL","Polk",755,1269.31,2155.7,1.69832428642333,0,0,0,0
"02301990",16906283,28.1855969936,-82.1841844013,3100205,3,171.3213,"non-natural",9496,"HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL","Pasco",756,1293.03,2169.12,1.67754808473121,0,0,0,0
"02302500",16906323,28.1398302991,-82.1500304551,3100205,3,254.7864,"non-natural",9496,"BLACKWATER CREEK NEAR KNIGHTS FL","Hillsborough",757,1271.91,2168.52,1.7049319527325,0,0,0,0
"02303330",16907019,28.0986531675,-82.3113235311,3100205,3,948.6135,"non-natural",9496,"HILLSBOROUGH R AT MORRIS BR NEAR THONOTOSASSA FL","Hillsborough",758,1261.96,2181.78,1.72888205648357,9,14160,14160,12615
"02303800",16907067,28.0892236083,-82.4089988752,3100205,3,438.2406,"non-natural",9496,"CYPRESS CREEK NEAR SULPHUR SPRINGS FL","Hillsborough",759,1284.95,2167.57,1.68689054048796,1,651,651,210
"02306500",16916782,28.0430481746,-82.511760437,3100206,3,28.962,"non-natural",9496,"SWEETWATER CREEK NEAR SULPHUR SPRINGS FL","Hillsborough",760,1245.08,2184.66,1.7546342403701,0,0,0,0
"02306774",16916300,28.0658103175,-82.5655160138,3100206,3,49.059,"non-natural",9496,"ROCKY CREEK AT ST HWY 587 AT CITRUS PARK FL","Hillsborough",761,1260.06,2095.16,1.66274621843404,1,2016,2016,2016
"02307000",16916356,28.0369512878,-82.5759138145,3100206,3,121.2165,"non-natural",9496,"ROCKY CREEK NEAR SULPHUR SPRINGS FL","Hillsborough",762,1235.08,2047.23,1.65756874048645,1,2016,2016,2016
"02310280",933100018,28.3291512654,-82.5365459561,3100207,3,414.5544,"non-natural",9496,"PITHLACHASCOTEE RIVER NEAR FIVAY JUNCTION FL","Pasco",763,1294.39,2085.84,1.611446318343,0,0,0,0
"02310300",933100018,28.2570385978,-82.6428634369,3100207,3,414.5544,"non-natural",9496,"PITHLACHASCOTEE RIVER NEAR NEW PORT RICHEY FL","Pasco",764,1294.39,2085.84,1.611446318343,0,0,0,0
"02310947",16955670,28.3119963829,-82.0559682912,3100208,3,503.4636,"natural",9496,"WITHLACOOCHEE RIVER NEAR CUMPRESSCO, FL","Pasco",765,1266.58,2149.27,1.69690820950907,0,0,0,0
"02311500",16955656,28.3525042,-82.126280783,3100208,3,940.0239,"non-natural",9496,"WITHLACOOCHEE RIVER NEAR DADE CITY, FL","Pasco",766,1278.84,2155.33,1.6853789371618,6,42858,42858,42858
"02312000",933100042,28.4797969242,-82.1776880695,3100208,3,1390.473,"non-natural",9496,"WITHLACOOCHEE RIVER AT TRILBY, FL","Hernando",767,1275.39,2154.27,1.68910686143062,6,42858,42858,42858
"02312180",16949666,28.5221419202,-82.0552251688,3100208,3,237.1158,"non-natural",9496,"LITTLE WITHLACOOCHEE RIVER NEAR TARRYTOWN, FL","Sumter",768,1259.65,2151.92,1.70834755686103,0,0,0,0
"02312200",16949670,28.5727113899,-82.1553939915,3100208,3,365.6592,"natural",9496,"LITTLE WITHLACOOCHEE RIVER AT RERDELL, FL","Hernando",769,1263.38,2144.45,1.69739112539378,2,1778,1778,1709
"02312500",16949962,28.5928443031,-82.2221602382,3100208,3,1937.979,"non-natural",9496,"WITHLACOOCHEE RIVER AT CROOM, FL","Hernando",770,1276.52,2147.76,1.68251182903519,8,44636,44636,44567
"02312600",16949870,28.7433523668,-82.2199261793,3100208,3,2239.1037,"non-natural",9496,"WITHLACOOCHEE RIVER NEAR FLORAL CITY, FL","Citrus",771,1277.3,2139.66,1.67514287951147,10,51836,51836,50567
"02312640",16949648,28.6969155423,-82.1039952491,3100208,3,121.3173,"non-natural",9496,"JUMPER CREEK CANAL NEAR BUSHNELL, FL","Sumter",772,1240.48,2134.41,1.72063233586999,0,0,0,0
"02312720",16949806,28.8231693955,-82.1834146081,3100208,3,3466.9458,"non-natural",9496,"WITHLACOOCHEE RIVER AT WYSONG DAM, AT CARLSON, FL","Sumter",773,1264.98,2130.05,1.68386061439707,15,102667,100987,NA
"02313000",16949694,28.9888474571,-82.3495578165,3100208,3,4106.6748,"non-natural",9496,"WITHLACOOCHEE RIVER NEAR HOLDER, FL","Marion",774,1269.75,2117.79,1.66787950383934,17,192367,163957,NA
"02313100",16944516,29.0494149177,-82.4476394456,3100208,3,208.5588,"non-natural",9496,"RAINBOW RIVER AT DUNNELLON, FL","Marion",775,1302.89,2017.87,1.54876466931207,0,0,0,0
"02314500",1997544,30.6804649319,-82.5602216604,3110201,3,2935.8666,"natural",9496,"SUWANNEE RIVER AT US 441, AT FARGO, GA","Clinch",776,1266.45,2006.54,1.58438153894745,1,156164,156164,98617
"02315500",166743978,30.3260412703,-82.7385873308,3110201,3,5882.6646,"natural",9496,"SUWANNEE RIVER AT WHITE SPRINGS, FLA.","Columbia",777,1283.17,1998.3,1.55731508685521,20,407463,407463,304371
"02317500",2016562,30.7040478773,-83.0330263021,3110202,3,3487.1949,"non-natural",9496,"ALAPAHA RIVER AT STATENVILLE, GA","Echols",778,1214.27,1923.88,1.58439226860583,115,21806.42,21788.21,NA
"02319500",2230475,30.3849045183,-83.1719123684,3110205,3,17165.5713,"non-natural",9496,"SUWANNEE RIVER AT ELLAVILLE, FLA","Suwannee",779,1264.68,1947.35,1.53979662839612,298,841534.12,841515.91,NA
"02320500",2232693,29.9549244233,-82.9295588683,3110205,3,18603.144,"non-natural",9496,"SUWANNEE RIVER AT BRANFORD, FLA.","Suwannee",780,1275.52,1945.12,1.52496236828901,299,841774.12,841755.91,NA
"02321000",2161384,29.9982400502,-82.2739483249,3110206,3,491.6781,"non-natural",9496,"NEW RIVER NR LAKE BUTLER FLA","Union",781,1309.89,2026.75,1.54726732779088,0,0,0,0
"02321500",2161874,29.9219137093,-82.4262205005,3110206,3,1499.1804,"non-natural",9496,"SANTA FE RIVER AT WORTHINGTON SPRINGS, FLA.","Alachua",782,1296.37,2017.26,1.55608352553669,2,1929,1929,784
"02322500",2161822,29.8492911202,-82.7147798287,3110206,3,2464.4655,"non-natural",9496,"SANTA FE RIVER NEAR FORT WHITE, FLA.","Gilchrist",783,1301.02,2000.99,1.53801632565218,4,2183,2183,942
"02323500",2232713,29.5897513216,-82.9371884288,3110205,3,22941.7506,"non-natural",9496,"SUWANNEE RIVER NEAR WILCOX, FLA.","Levy",784,1282.19,1955.47,1.52510158400861,305,844271.12,844252.91,NA
"02324000",1984358,29.7865970083,-83.3212779551,3110102,3,792.5913,"natural",9496,"STEINHATCHEE RIVER NEAR CROSS CITY, FLA.","Taylor",785,1361.47,1905.26,1.39941386883295,0,0,0,0
"02324400",1978648,30.0982704317,-83.4719643868,3110102,3,177.669,"natural",9496,"FENHOLLOWAY RIVER NEAR FOLEY, FLA.","Taylor",786,1349.64,1897.95,1.40626389259358,0,0,0,0
"02325000",1978402,30.0714546575,-83.6623330973,3110102,3,312.2802,"non-natural",9496,"FENHOLLOWAY RIVER NEAR PERRY, FLA","Taylor",787,1362.95,1871.01,1.37276495836238,1,256,256,256
"02326000",1978638,30.1706980171,-83.8236109586,3110102,3,491.8644,"non-natural",9496,"ECONFINA RIVER NEAR PERRY, FLA.","Taylor",788,1375.86,1891.94,1.37509630340296,0,0,0,0
"02327100",10365698,30.1294355275,-84.493657543,3120003,3,297.2655,"natural",9496,"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.","Wakulla",789,1477.12,1854.37,1.2553956347487,0,0,0,0
"02329000",10362924,30.5539426576,-84.3839909793,3120003,3,2958.2541,"non-natural",9496,"OCHLOCKONEE RIVER NR HAVANA, FLA.","Leon",790,1320.31,1888.28,1.4301792760791,71,16593.82,16593.82,NA
"02329600",10363648,30.5123106193,-84.5232259792,3120003,3,791.0919,"non-natural",9496,"LITTLE RIVER NR MIDWAY, FLA.","Gadsden",791,1380.32,1872.96,1.35690274718906,14,3048.2,3048.2,2275.69
"02330000",10366208,30.3834587876,-84.6550251255,3120003,3,4455.9297,"non-natural",9496,"OCHLOCKONEE RIVER NR BLOXHAM, FLA.","Leon",792,1351.79,1884.08,1.39376678330214,98,350850.02,350850.02,NA
"02330100",10365534,30.4265500982,-84.9274887786,3120003,3,333.7371,"non-natural",9496,"TELOGIA CREEK NR BRISTOL, FLA.","Liberty",793,1424.94,1900.66,1.33385265344506,2,744,744,583
"02330450",2040783,34.700851732,-83.7289242049,3130001,3,119.4381,"non-natural",9496,"CHATTAHOOCHEE RIVER AT HELEN, GA","White",794,1683.89,1585.36,0.941486676683156,1,2326,2326,NA
"02331600",2042071,34.5408486127,-83.6227670221,3130001,3,823.6836,"non-natural",9496,"CHATTAHOOCHEE RIVER NEAR CORNELIA, GA","Habersham",795,1555.75,1617.81,1.03989072794472,41,16643.55,16234.45,NA
"02333500",2041805,34.5282996119,-83.940016458,3130001,3,391.005,"non-natural",9496,"CHESTATEE RIVER NEAR DAHLONEGA, GA","Lumpkin",796,1493.53,1607.08,1.07602793382122,13,4980,2553,NA
"02334430",2045337,34.1566287138,-84.0785903773,3130001,3,2681.8704,"non-natural",9496,"CHATTAHOOCHEE RIVER AT BUFORD DAM, NEAR BUFORD, GA","Gwinnett",797,1482.26,1639.09,1.10580464965661,76,2579054.24,2576218.14,NA
"02334885",2044955,34.0327400949,-84.0893757965,3130001,3,121.9959,"non-natural",9496,"SUWANEE CREEK AT SUWANEE, GA","Gwinnett",798,1330.04,1697.67,1.27640522089561,5,666.7,642.7,435
"02335000",2048087,33.9970795374,-84.2021124563,3130001,3,3034.8351,"non-natural",9496,"CHATTAHOOCHEE RIVER NEAR NORCROSS, GA","Gwinnett",799,1465.76,1646,1.12296692500819,93,2582764.33,2579904.23,NA
"02335450",2048135,33.9857883075,-84.316005871,3130001,3,3154.1904,"non-natural",9496,"CHATTAHOOCHEE RIVER ABOVE ROSWELL, GA","Fulton",800,1456.22,1645.81,1.13019324003241,107,2588341.63,2585473.53,NA
"02335700",2044921,34.0508954254,-84.2697367819,3130001,3,191.1951,"non-natural",9496,"BIG CREEK NEAR ALPHARETTA, GA","Fulton",801,1359.37,1669.03,1.22779669994189,9,8528,8528,NA
"02335870",2047815,33.9539867717,-84.4435852375,3130001,3,86.2974,"non-natural",9496,"SOPE CREEK NEAR MARIETTA, GA","Cobb",802,1300.41,1687.65,1.29778300689782,8,690,690,NA
"02336000",2048241,33.8591419139,-84.45427768,3130001,3,3761.0928,"non-natural",9496,"CHATTAHOOCHEE RIVER AT ATLANTA, GA","Fulton",803,1432.35,1655.05,1.15547875868328,152,2605876.32,2602958.22,NA
"02336300",2047989,33.8201725205,-84.4077324056,3130001,3,225.1332,"non-natural",9496,"PEACHTREE CREEK AT ATLANTA, GA","Fulton",804,1288,1708.84,1.32673913043478,6,1658,1658,NA
"02336490",3286344,33.8172251814,-84.4803099392,3130002,3,4123.3896,"non-natural",9496,"CHATTAHOOCHEE RIVER AT GA 280, NEAR ATLANTA, GA","Fulton",805,1412.68,1662.23,1.1766500552142,164,2611834.82,2608916.72,NA
"02337000",3286256,33.7768541274,-84.6153035186,3130002,3,627.9966,"non-natural",9496,"SWEETWATER CREEK NEAR AUSTELL, GA","Douglas",806,1286.9,1692.96,1.31553345248271,33,11670.7,11670.7,NA
"02337170",3286494,33.6565312685,-84.673581242,3130002,3,5322.4803,"non-natural",9496,"CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA","Fulton",807,1395.83,1662.99,1.19139866602667,232,2637424.7,2634506.6,NA
"02337500",3286312,33.5293773454,-84.9283328552,3130002,3,113.8158,"non-natural",9496,"SNAKE CREEK NEAR WHITESBURG, GA","Carroll",808,1271.23,1719.78,1.35284724243449,9,1751,1751,835.45
"02338660",3289348,33.2354330615,-84.9878207178,3130002,3,325.8351,"non-natural",9496,"NEW RIVER AT GA 100, NEAR CORINTH, GA","Heard",809,1232.06,1739.3,1.41170072886061,16,6416.54,6412.84,NA
"02341460",3434274,32.47268349,-84.9964467414,3130003,3,12001.6503,"non-natural",9496,"CHATTAHOOCHEE RIVER AT 14TH ST, AT COLUMBUS, GA","Muscogee",810,1330.87,1714.92,1.28857063424677,494,4030996.13,4017425.02,NA
"02341800",3432234,32.4133161132,-84.8199542218,3130003,3,883.4607,"non-natural",9496,"UPATOI CREEK NEAR COLUMBUS, GA","Chattahoochee",811,1236.17,1841.25,1.48947960232007,19,4073,4073,2151.69
"02342500",3435970,32.3165590402,-85.0148073009,3130003,3,837.1089,"non-natural",9496,"UCHEE CREEK NEAR FORT MITCHELL, AL.","Russell",812,1256.83,1790.7,1.42477502924023,40,8284,8284,6367
"02343801",2310423,31.2589473407,-85.1107636237,3130004,3,21228.4197,"non-natural",9496,"CHATTAHOOCHEE RIVER NEAR COLUMBIA, AL","Early",813,1291.57,1766.81,1.3679552792338,652,NA,NA,NA
"02344350",6415468,33.4156296776,-84.3847558972,3130005,3,331.6725,"non-natural",9496,"FLINT RIVER NEAR LOVEJOY, GA","Clayton",814,1236.44,1746.07,1.41217527740934,20,2743.28,2743.28,NA
"02344500",6415592,33.2438510839,-84.4289485341,3130005,3,698.3199,"non-natural",9496,"FLINT RIVER NEAR GRIFFIN, GA","Spalding",815,1231.88,1761.71,1.4300987109134,43,37281.42,37281.42,NA
"02344700",6415544,33.3192662139,-84.5221297646,3130005,3,265.2552,"non-natural",9496,"LINE CREEK NEAR SENOIA, GA","Coweta",816,1236.04,1751.33,1.41688780298372,13,28498.68,28406.68,19667.89
"02347500",6429916,32.7221648732,-84.2325789202,3130005,3,4796.7633,"non-natural",9496,"FLINT RIVER AT US 19, NEAR CARSONVILLE, GA","Upson",817,1224.47,1791.72,1.46326165606344,220,132194.38,132102.38,NA
"02349605",6444276,32.2931043426,-84.0439352204,3130006,3,7575.9948,"non-natural",9496,"FLINT RIVER AT GA 26, NEAR MONTEZUMA, GA","Macon",818,1212.03,1814.72,1.49725666856431,264,141816.98,141724.98,NA
"02349900",6442680,32.1953234834,-83.9020213135,3130006,3,126.441,"natural",9496,"TURKEY CREEK AT BYROMVILLE, GA","Dooly",819,1155.16,1887.38,1.63386890127774,1,128.62,128.62,38.39
"02350512",6447636,31.7248656924,-84.0183545784,3130006,3,10195.4844,"non-natural",9496,"FLINT RIVER AT GA 32, NEAR OAKFIELD, GA","Worth",820,1205.4,1832.42,1.52017587522814,318,316522.11,316430.11,NA
"02350900",6460293,31.764452206,-84.2534005018,3130007,3,1364.9202,"natural",9496,"KINCHAFOONEE CREEK AT PINEWOOD ROAD, NR DAWSON, GA","Lee",821,1229.68,1864.08,1.51590657732093,21,4809.7,4809.7,2451.61
"02351890",6460241,31.7765167979,-84.1393017083,3130007,3,946.206,"non-natural",9496,"MUCKALEE CREEK AT GA 195, NEAR LEESBURG, GA","Lee",822,1226.11,1869.78,1.52496921157156,18,9702.87,9702.87,4600.45
"02352500",933130036,31.594149872,-84.1441423394,3130008,3,13718.2545,"non-natural",9496,"FLINT RIVER AT ALBANY, GA","Dougherty",823,1211.85,1841.34,1.51944547592524,365,408634.68,408542.68,NA
"02353000",3424530,31.3068860978,-84.3388500773,3130008,3,15123.8385,"non-natural",9496,"FLINT RIVER AT NEWTON, GA","Baker",824,1221.33,1847.2,1.51244954271163,368,409970.43,409878.43,NA
"02353400",6470130,31.554940917,-84.6808746701,3130009,3,474.6069,"non-natural",9496,"PACHITLA CREEK NEAR EDISON, GA","Calhoun",825,1245.75,1870.77,1.50172185430464,10,2288,2288,1067
"02353500",6471976,31.3828284476,-84.5465127591,3130009,3,1624.7412,"non-natural",9496,"ICHAWAYNOCHAWAY CREEK AT MILFORD, GA","Baker",826,1251.28,1871.38,1.49557253372547,38,8779.68,8779.68,NA
"02357000",3516630,31.0400376185,-84.7393895789,3130010,3,1248.5187,"non-natural",9496,"SPRING CREEK NEAR IRON CITY, GA","Decatur",827,1309.75,1871.99,1.42927276197748,9,1838.69,1838.69,NA
"02358000",2293124,30.7011107623,-84.8589614437,3130011,3,44443.8783,"non-natural",9496,"APALACHICOLA RIVER AT CHATTAHOOCHEE FLA","Gadsden",828,1273.31,1807.71,1.41969355459393,1095,NA,NA,NA
"02359000",2133672,30.5341654593,-85.1650138558,3130012,3,2174.9175,"non-natural",9496,"CHIPOLA RIVER NR ALTHA, FLA.","Calhoun",829,1402.58,1943.42,1.38560367323076,12,67847,67847,66499
"02361000",2188031,31.3433579232,-85.6108242186,3140201,3,1779.237,"natural",9496,"CHOCTAWHATCHEE RIVER NEAR NEWTON, AL.","Dale",830,1290.4,1864.63,1.44500154990701,14,2212,2212,NA
"02362240",2188549,31.2723109009,-85.9585378283,3140201,3,55.7955,"non-natural",9496,"LITTLE DOUBLE BRIDGES CREEK NR ENTERPRISE, AL.","Coffee",831,1431.08,1854.6,1.29594432177097,0,0,0,0
"02363000",2210130,31.5950833656,-85.7832531493,3140202,3,1292.265,"natural",9496,"PEA RIVER NEAR ARITON AL","Dale",832,1323.75,1818.87,1.3740283286119,16,2298,2298,1718
"02366500",2244465,30.4510685362,-85.8983351474,3140203,3,11351.9799,"non-natural",9496,"CHOCTAWHATCHEE RIVER NR BRUCE, FLA.","Walton",833,1392.66,1897.53,1.36252208004825,148,47494,47494,NA
"02369000",26823380,30.6965911384,-86.5715466185,3140103,3,1211.7069,"non-natural",9496,"SHOAL RIVER NR CRESTVIEW, FLA.","Okaloosa",834,1596.01,1986.57,1.2447102461764,0,0,0,0
"02369800",789206,31.0276578887,-86.7097724138,3140104,3,231.0615,"natural",9496,"BLACKWATER RIVER NEAR BRADLEY AL","Escambia",835,1568.23,1880.81,1.19932025276905,0,0,0,0
"02372250",2323396,31.5954282176,-86.4044667763,3140302,3,1144.935,"natural",9496,"PATSALIGA CREEK NEAR BRANTLEY AL","Crenshaw",836,1396.28,1788.87,1.28116853353196,14,1886,1886,1531
"02374500",933140017,31.418232654,-86.9868162803,3140304,3,456.5412,"natural",9496,"MURDER CREEK NEAR EVERGREEN AL","Conecuh",837,1492.31,1852.41,1.24130375056121,6,741,741,635
"02375500",448444,30.96550322,-87.2345321122,3140305,3,9936.1764,"non-natural",9496,"ESCAMBIA RIVER NEAR CENTURY, FL","Santa Rosa",838,1476.36,1837.6,1.24468286867702,96,29690,29690,27129
"02376115",10853975,30.4982557014,-87.3357818124,3140107,3,77.8032,"non-natural",9496,"ELEVENMILE CREEK NEAR PENSACOLA, FL.","Escambia",839,1569.04,1802.96,1.14908479070005,1,59,59,45
"02376500",2172289,30.6907079662,-87.4401088095,3140106,3,1013.2668,"non-natural",9496,"PERDIDO RIVER AT BARRINEAU PARK, FL","Escambia",840,1588.84,1916.85,1.20644621233101,2,339,339,219
"02380500",6479383,34.6757409637,-84.5084805582,3150102,3,612.5247,"non-natural",9496,"COOSAWATTEE RIVER NEAR ELLIJAY, GA","Gilmer",841,1476.13,1609.35,1.09024950376999,40,21876.68,21876.68,NA
"02382200",6479445,34.5230846173,-84.6110556574,3150102,3,310.5261,"non-natural",9496,"TALKING ROCK CREEK NEAR HINTON, GA","Pickens",842,1412.02,1629.24,1.15383634792708,13,9133.5,9133.5,NA
"02382500",6478587,34.6037128207,-84.6954944829,3150102,3,1345.3155,"non-natural",9496,"COOSAWATTEE RIVER AT CARTERS, GA","Murray",843,1451.08,1616.82,1.1142183752791,66,531444.38,531444.38,NA
"02383500",6478921,34.5638904558,-84.8330060405,3150102,3,2155.2309,"non-natural",9496,"COOSAWATTEE RIVER NEAR PINE CHAPEL, GA","Gordon",844,1397.15,1616.14,1.15674050746162,93,549310.36,549310.36,NA
"02384500",12193538,34.8279218408,-84.8508965223,3150101,3,657.7533,"non-natural",9496,"CONASAUGA RIVER AT GA 286, NEAR ETON, GA","Murray",845,1345.85,1621.97,1.20516402273656,3,3555,3555,1337
"02385800",12193956,34.7166440377,-84.7699819225,3150101,3,166.9095,"non-natural",9496,"HOLLY CREEK NEAR CHATSWORTH, GA","Murray",846,1401.96,1619.1,1.154883163571,4,475.8,475.8,NA
"02387000",12194190,34.6666191971,-84.9283953006,3150101,3,1782.2889,"non-natural",9496,"CONASAUGA RIVER AT TILTON, GA","Whitfield",847,1348.26,1619.06,1.20085146781778,29,53666.09,53666.09,NA
"02387500",6486392,34.5772973398,-84.9418977983,3150103,3,4151.7063,"non-natural",9496,"OOSTANAULA RIVER AT RESACA, GA","Gordon",848,1356.42,1619.6,1.1940254493446,126,604164.25,604164.25,NA
"02388320",6489304,34.371809011,-85.2640474103,3150103,3,43.2909,"non-natural",9496,"HEATH CREEK NEAR ARMUCHEE, GA","Floyd",849,1331.07,1633.09,1.22690016302674,10,133500,133500,89540
"02388500",6489904,34.2987883247,-85.1380960096,3150103,3,5479.623,"non-natural",9496,"OOSTANAULA RIVER NEAR ROME, GA","Floyd",850,1356.46,1625.28,1.19817760936555,157,755541.94,755541.94,NA
"02392000",6498632,34.2401709991,-84.4946878821,3150104,3,1591.272,"non-natural",9496,"ETOWAH RIVER AT CANTON, GA","Cherokee",851,1448.16,1636.77,1.1302411335764,102,101759.38,97160.38,NA
"02394000",6499252,34.1626669217,-84.7410314015,3150104,3,2904.1317,"non-natural",9496,"ETOWAH RIVER AT ALLATOONA DAM, ABV CARTERSVILLE,GA","Bartow",852,1387.56,1648.02,1.18771080169506,191,1496471.43,1491872.43,NA
"02395120",6498620,34.2427628904,-84.889508978,3150104,3,85.167,"natural",9496,"TWO RUN CREEK NEAR KINGSTON, GA","Bartow",853,1268.99,1639.8,1.29220876445047,2,482,482,303
"02397000",15823339,34.2004536152,-85.2566098389,3150105,3,10457.0217,"non-natural",9496,"COOSA RIVER (MAYO'S BAR) NEAR ROME, GA","Floyd",854,1358.54,1636.23,1.20440325643706,410,2283106.73,2278507.73,NA
"02398000",15822875,34.4670176239,-85.3364548035,3150105,3,495.5751,"non-natural",9496,"CHATTOOGA RIVER AT SUMMERVILLE, GA","Chattooga",855,1413.02,1657.34,1.17290625751936,10,NA,NA,NA
"02398300",15822925,34.2904412714,-85.5093191911,3150105,3,949.9275,"non-natural",9496,"CHATTOOGA RIVER ABOVE GAYLESVILLE AL","Cherokee",856,1374.87,1652.01,1.20157542167623,14,NA,NA,NA
"02399200",15822929,34.2899933735,-85.6841153567,3150105,3,515.7801,"non-natural",9496,"LITTLE RIVER NEAR BLUE POND AL","Cherokee",857,1365.26,1665.02,1.2195625741617,11,5443,5443,3504.25
"02400100",15823141,34.0638474721,-85.6143911419,3150105,3,655.7679,"non-natural",9496,"TERRAPIN CREEK AT ELLISVILLE AL","Cherokee",858,1274.34,1670.83,1.31113360641587,19,40307,40307,2312.5
